spu_name,is_virtual,is_redeem_code,fin_cata_code,sku_name,sku_code,barcode,isbn_code,sale_price,is_disable
自有场地免费接口测试2019-12-04 21:00:14,1,0,FC0083,免费票,L19120077927,IGYFhDybSiAp,,0.00,0
第三方得到场地收费2019-12-04 22:00:13,1,0,FC0083,收费票,L19120077967,QwfCcTZNltMr,,102.25,0
内部自有场地免费2019-12-04 21:00:14,1,0,FC0083,免费票,L19120077947,cotExUwxsGIH,,0.00,0
得到场地收费接口测试2019-12-04 21:00:14,1,0,FC0083,收费票,L19120077943,lRcKkIVYjGsN,,102.25,0
内部得到场地收费接口测试2019-12-04 22:00:13,1,0,FC0083,收费票,L19120078003,kxPPFlbebfcM,,888.99,0
得到场地收费接口测试2019-12-04 19:00:14,1,0,FC0083,收费票,L19120077871,uHQchCCCSRSw,,102.25,0
自有场地免费接口测试2019-12-04 22:00:13,1,0,FC0083,免费票,L19120077979,YAJxjifDyEQr,,0.00,0
内部自有场地免费2019-12-04 22:00:13,1,0,FC0083,免费票,L19120077999,JHhTYGbdVsql,,0.00,0
这是美丽创建的测试的活动-谁敢动一下试试,1,0,FC0083,免费票,L19120077887,PgYZlmlKwYoe,,0.00,0
内部自有场地免费2019-12-04 19:00:14,1,0,FC0083,免费票,L19120077875,urZxIwoBdlkG,,0.00,0
内部免费自有场地接口测试2019-12-04 19:00:14,1,0,FC0083,免费票,L19120077883,ExYyMVCIYahL,,0.00,0
自有场地免费接口测试2019-12-04 21:00:14,1,0,FC0083,免费票,L19120077923,LQVPpVgnnPSJ,,0.00,0
内部得到场地收费接口测试2019-12-04 21:00:14,1,0,FC0083,收费票,L19120077951,cNfOKMkISxPr,,888.99,0
内部得到场地收费接口测试2019-12-04 19:00:14,1,0,FC0083,收费票,L19120077879,OlJgUkbhBWPL,,888.99,0
第三方活动撤回接口测试2019-12-04 22:00:13,1,0,FC0083,免费票,L19120077971,oEQhQhSBNYwM,,0.00,0
第三方活动撤回接口测试2019-12-04 21:00:14,1,0,FC0083,免费票,L19120077919,dBBECNmvuSBV,,0.00,0
第三方免费自有场地接口测试2019-12-04 22:00:13,1,0,FC0083,免费票,L19120077987,qdtbXSTCgulH,,0.00,0
第三方得到场地收费接口测试2019-12-04 19:00:14,1,0,FC0083,收费票,L19120077867,lNVDfBxtswqo,,103.38,0
快要结束的活动啦啦啦,1,0,FC0083,免费票,L19120077907,rGJRHtuRgqxk,,0.00,0
第三方活动撤回接口测试2019-12-04 20:00:14,1,0,FC0083,免费票,L19120077903,nOZSedSfRivr,,0.00,0
第三方得到场地收费2019-12-04 21:00:14,1,0,FC0083,收费票,L19120077915,ioUGmsViOsbE,,102.25,0
第三方得到场地收费接口测试2019-12-04 22:00:13,1,0,FC0083,收费票,L19120077991,mhdrikAuilON,,103.38,0
得到场地收费接口测试2019-12-04 22:00:13,1,0,FC0083,收费票,L19120077995,dViuoEQUouMd,,102.25,0
得到场地收费接口测试2019-12-04 21:00:14,1,0,FC0083,收费票,L19120077911,YlQHEjaLtnGM,,102.25,0
内部取消活动接口测试2019-12-04 21:00:14,1,0,FC0083,免费票,L19120077931,FxYCjMmOrqJg,,0.00,0
第三方得到场地收费接口测试2019-12-04 21:00:14,1,0,FC0083,收费票,L19120077939,CuXyvgrmwmdQ,,103.38,0
内部免费自有场地接口测试2019-12-04 21:00:14,1,0,FC0083,免费票,L19120077955,aBlfOpQLpHki,,0.00,0
发布已经开始的活动,1,0,FC0083,免费票,L19120077959,RyWRqFpYVSqP,,0.00,0
第三方免费自有场地接口测试2019-12-04 21:00:14,1,0,FC0083,免费票,L19120077935,YYoQqNQPIykA,,0.00,0
得到场地收费接口测试2019-12-04 22:00:13,1,0,FC0083,收费票,L19120077963,HeXvNrWASwwm,,102.25,0
得到场地收费接口测试2019-12-04 23:00:13,1,0,FC0083,收费票,L19120078011,ayDWCMlhHDGn,,102.25,0
内部自有场地免费2019-12-04 23:00:13,1,0,FC0083,免费票,L19120078047,OlAWGINkgYAl,,0.00,0
自有场地免费接口测试2019-12-04 23:00:13,1,0,FC0083,免费票,L19120078027,lyZbxfEUfyIO,,0.00,0
内部得到场地收费接口测试2019-12-04 23:00:13,1,0,FC0083,收费票,L19120078051,PnRwlSbTnFnE,,888.99,0
得到场地收费接口测试2019-12-05 00:00:13,1,0,FC0083,收费票,L19120078059,PppLYACZHimJ,,102.25,0
第三方免费自有场地接口测试2019-12-05 03:00:13,1,0,FC0083,免费票,L19120078179,gIIkqisCjMVW,,0.00,0
内部自有场地免费2019-12-05 03:00:13,1,0,FC0083,免费票,L19120078191,hXLVwrMoBqRI,,0.00,0
1个活动名额,1,0,FC0083,免费票,L19120078239,msfMBUneFcKM,,0.00,0
第三方得到场地收费接口测试2019-12-04 23:00:13,1,0,FC0083,收费票,L19120078039,UuooEsgLgqQm,,103.38,0
得到场地收费接口测试2019-12-04 23:00:13,1,0,FC0083,收费票,L19120078043,ROkClbuxWeaS,,102.25,0
第三方得到场地收费2019-12-05 00:00:13,1,0,FC0083,收费票,L19120078063,fMiPgjSRAMdB,,102.25,0
得到场地收费接口测试2019-12-05 00:00:13,1,0,FC0083,收费票,L19120078091,NrBBKSypnjRV,,102.25,0
第三方活动撤回接口测试2019-12-05 02:00:13,1,0,FC0083,免费票,L19120078115,iprILapiyyeV,,0.00,0
看看报名已截止,1,0,FC0083,免费票,L19120078251,rgJarfsgdPGi,,0.00,0
看看通知,1,0,FC0083,免费票,L19120078263,GJxSBEdeiRmF,,0.00,0
内部自有场地免费2019-12-05 00:00:13,1,0,FC0083,免费票,L19120078095,YroDEgZXpKBh,,0.00,0
内部免费自有场地接口测试2019-12-05 00:00:13,1,0,FC0083,免费票,L19120078103,KhYyhVFoJgFL,,0.00,0
自有场地免费接口测试2019-12-05 02:00:13,1,0,FC0083,免费票,L19120078119,fVqdrXdCiGxv,,0.00,0
自有场地免费接口测试2019-12-05 02:00:13,1,0,FC0083,免费票,L19120078123,qxVgpdXMxEFI,,0.00,0
得到场地收费接口测试2019-12-05 03:00:13,1,0,FC0083,收费票,L19120078155,rNkejcpktKCk,,102.25,0
第三方活动撤回接口测试2019-12-05 03:00:13,1,0,FC0083,免费票,L19120078163,iKnQQnYCcLPn,,0.00,0
自有场地免费接口测试2019-12-05 03:00:13,1,0,FC0083,免费票,L19120078167,TQyLqBIsqTcY,,0.00,0
内部场地活动,1,0,FC0083,免费票,L19120078203,yvNgiomKkKjT,,0.00,0
内部取消活动接口测试2019-12-04 23:00:13,1,0,FC0083,免费票,L19120078031,HZhfvCiXjwBt,,0.00,0
内部得到场地收费接口测试2019-12-05 03:00:13,1,0,FC0083,收费票,L19120078195,RWLOulIlUbyx,,888.99,0
第三方得到场地收费2019-12-05 02:00:13,1,0,FC0083,收费票,L19120078111,WBXnmbOFXphE,,102.25,0
内部免费自有场地接口测试2019-12-05 03:00:13,1,0,FC0083,免费票,L19120078199,nlwMvkkqqYsA,,0.00,0
我是内部思密达,1,0,FC0083,免费票,L19120078227,KbCLtlQlXiGb,,0.00,0
第三方发布的活动,1,0,FC0083,免费票,L19120078231,yniuQcecvquq,,0.00,0
第三方得到场地收费2019-12-04 23:00:13,1,0,FC0083,收费票,L19120078015,pQIsaZexScXS,,102.25,0
第三方免费自有场地接口测试2019-12-04 23:00:13,1,0,FC0083,免费票,L19120078035,fNlRdCxcBsZl,,0.00,0
第三方活动撤回接口测试2019-12-05 00:00:13,1,0,FC0083,免费票,L19120078067,WrHSKQvwmlcJ,,0.00,0
得到场地收费接口测试2019-12-05 02:00:13,1,0,FC0083,收费票,L19120078139,WGIvwFHKClxc,,102.25,0
内部自有场地免费2019-12-05 02:00:13,1,0,FC0083,免费票,L19120078143,BKOANsrFWtdU,,0.00,0
自有场地免费接口测试2019-12-05 03:00:13,1,0,FC0083,免费票,L19120078171,cOGCxwOZgMeC,,0.00,0
内部场地活动3,1,0,FC0083,免费票,L19120078211,pWgXPFVsTlBk,,0.00,0
第三方免费自有场地接口测试2019-12-05 00:00:13,1,0,FC0083,免费票,L19120078083,cwjoelgBvgLm,,0.00,0
内部免费自有场地接口测试2019-12-05 02:00:14,1,0,FC0083,免费票,L19120078151,bTkounZtGuvt,,0.00,0
第三方得到场地收费接口测试2019-12-05 03:00:13,1,0,FC0083,收费票,L19120078183,uTTOdFQojDBY,,103.38,0
内部场地活动2,1,0,FC0083,免费票,L19120078207,nmIjYKxTKGUg,,0.00,0
名额只有一个的活动,1,0,FC0083,免费票,L19120078235,jEiaUZypdDls,,0.00,0
查看报名已截止的报名3,1,0,FC0083,免费票,L19120078259,AxxbmFUoceTi,,0.00,0
自有场地免费接口测试2019-12-05 00:00:13,1,0,FC0083,免费票,L19120078071,DVlZShPGptYf,,0.00,0
第三方活动撤回接口测试2019-12-04 23:00:13,1,0,FC0083,免费票,L19120078019,ljvCQDOWICym,,0.00,0
自有场地免费接口测试2019-12-05 00:00:13,1,0,FC0083,免费票,L19120078075,DqBuXiGcAKAL,,0.00,0
内部取消活动接口测试2019-12-05 00:00:13,1,0,FC0083,免费票,L19120078079,FGRYUnhcuYLg,,0.00,0
第三方得到场地收费接口测试2019-12-05 00:00:13,1,0,FC0083,收费票,L19120078087,SkYioZxKQiSP,,103.38,0
电子书-aaaaa,1,0,FC0140,电子书-aaaaa,L19120078215,D7564153890683081,D7564153890683081,1111.00,0
看看报名已截止2,1,0,FC0083,免费票,L19120078255,BdJdEsbvOXqO,,0.00,0
第三方免费自有场地接口测试2019-12-05 02:00:13,1,0,FC0083,免费票,L19120078131,qxDuwiBvmLgJ,,0.00,0
内部取消活动接口测试2019-12-05 03:00:13,1,0,FC0083,免费票,L19120078175,skKfRTHopqgw,,0.00,0
monster111,1,0,FC0083,免费票,L19120078243,WvdMhDryVdSf,,0.00,0
自有场地免费接口测试2019-12-04 23:00:13,1,0,FC0083,免费票,L19120078023,rFlRypTwoEyl,,0.00,0
第三方得到场地收费接口测试2019-12-05 02:00:13,1,0,FC0083,收费票,L19120078135,PUMPoCiwjTHx,,103.38,0
得到场地收费接口测试2019-12-05 03:00:13,1,0,FC0083,收费票,L19120078187,vaqiEmLqOACq,,102.25,0
内部免费自有场地接口测试2019-12-04 23:00:13,1,0,FC0083,免费票,L19120078055,IxlUugvFoRkF,,0.00,0
电子书-dddd,1,0,FC0140,电子书-dddd,L19120078223,D2498520232046091,D2498520232046091,11.11,0
来看看签到,1,0,FC0083,免费票,L19120078247,EwtcaEABPRFY,,0.00,0
内部得到场地收费接口测试2019-12-05 00:00:13,1,0,FC0083,收费票,L19120078099,wQahbaTZirwU,,888.99,0
得到场地收费接口测试2019-12-05 02:00:13,1,0,FC0083,收费票,L19120078107,lwKCpKxkWSiQ,,102.25,0
内部取消活动接口测试2019-12-05 02:00:13,1,0,FC0083,免费票,L19120078127,eoLfmTfBYTcS,,0.00,0
第三方得到场地收费2019-12-05 03:00:13,1,0,FC0083,收费票,L19120078159,LSDBmXLbDKwr,,102.25,0
内部得到场地收费接口测试2019-12-05 02:00:13,1,0,FC0083,收费票,L19120078147,NPTCJNbQPKJZ,,888.99,0
内部场地4,1,0,FC0083,免费票,L19120078219,BQYyBYXnIbre,,0.00,0
收费活动支付看看,1,0,FC0083,来花钱吧,L19120078267,ajmYsgsHcBxH,,0.01,0
得到大学专项活动1,1,0,FC0083,免费票,L19120078271,jPfsaLZDJOvd,,0.00,0
xxxx,1,0,FC0083,免费票,L19120078291,unBAgHbphSYv,,0.00,0
下周西藏看布达拉宫3,1,0,FC0083,飞翔票,L19120078323,QuCVUeTpOdxS,,0.10,0
内蒙古下下周活动,1,0,FC0083,免费票,L19120078343,eAfFlwfUOUwl,,0.00,0
测试重复点击,1,0,FC0083,免费票,L19120078359,TFvJLLgkgWGV,,0.00,0
wrerwer,1,0,FC0083,免费票,L19120078295,XqGAtSMLmIZx,,0.00,0
取消收费的活动,1,0,FC0083,开心大葱票,L19120078399,mbELWQEjAclH,,0.01,0
日喀则的雪山,1,0,FC0083,大学票,L19120078335,lmKQmsBdFxjw,,0.10,0
待一会儿就结束别着急,1,0,FC0083,免费票,L19120078283,YyrXBNgDKgol,,0.00,0
下周去西藏看看牦牛4,1,0,FC0083,免费票,L19120078327,ZaxDyHVlNYfX,,0.00,0
取消收费的活动2,1,0,FC0083,开心一下票,L19120078407,DkoVmoKEvtZo,,0.01,0
鄂尔多斯的马奶酒,1,0,FC0083,免费票,L19120078347,sCXHEXjTNYeO,,0.00,0
真鄂尔多斯,1,0,FC0083,免费票,L19120078355,rIlfeivRFxGl,,0.00,0
报名通知测试,1,0,FC0083,免费票,L19120078367,jMMjhhHvVtFO,,0.00,0
看看手机号姓名,1,0,FC0083,免费票,L19120078371,ktlZMJQOJyGT,,0.00,0
在下周的活动1,1,0,FC0083,免费票,L19120078311,bhQTySlXjhHa,,0.00,0
下周西藏的旅行,1,0,FC0083,免费票,L19120078315,iFrWOIrwmYgD,,0.00,0
下周西藏的看日出2,1,0,FC0083,免费票,L19120078319,rbgsvnPCnjxo,,0.00,0
任辣辣开课了,1,0,FC0135,任辣辣开课了,L19120078351,CMSC415756201785,,99.00,0
xxxx,1,0,FC0083,免费票,L19120078287,mXHNqnDVxiIT,,0.00,0
查看订单测试1,1,0,FC0083,免费票,L19120078391,IDTIaRKkaxRJ,,0.00,0
测试场地长度,1,0,FC0083,免费票,L19120078275,BohDacOqEhJy,,0.00,0
查看重复提交,1,0,FC0083,免费票,L19120078299,HXYPMARefrQZ,,0.00,0
测试报名通知,1,0,FC0083,早吃虫票,L19120078303,KEwfSfpXRaOO,,15.00,0
看看手机号姓名,1,0,FC0083,免费票,L19120078375,qbjgVkAFqEGn,,0.00,0
在本周的活动,1,0,FC0083,免费票,L19120078307,VKEImlhGejjq,,0.00,0
小ada的测试活动,1,0,FC0083,免费票,L19120078403,tvxQdBXWNYru,,0.00,0
取消报名的短信,1,0,FC0083,免费票,L19120078387,sptQMMBKDSNA,,0.00,0
开始上周结束下周,1,0,FC0083,花鲢鱼村票,L19120078363,HLrJRuAgNAKr,,0.01,0
麻利的结束了,1,0,FC0083,免费票,L19120078383,deQGcOIYwKYT,,0.00,0
上海市的活动要结束的不要动,1,0,FC0083,免费票,L19120078395,NuKnXvRCtDXj,,0.00,0
日喀则一朵花,1,0,FC0083,一朵花票,L19120078339,HiGbOQMiMPaq,,0.01,0
小蛤蟆的活动,1,0,FC0083,免费票,L19120078279,eXqKgTNkUBIN,,0.00,0
麻利的结束了,1,0,FC0083,免费票,L19120078379,ZVuZmwbwiEkl,,0.00,0
来西藏看蓝天5,1,0,FC0083,坚强票2,L19120078331,qenjGEPMihvT,,0.10,0
签到2,1,0,FC0083,免费票,L19120078455,etKYJqACsfxc,,0.00,0
活动结束后无签到,1,0,FC0083,免费票,L19120078487,aWkKQTqAvZUc,,0.10,0
2分钱,1,0,FC0083,2分,L19120078603,yVwlRynPOQbu,,0.02,0
这是我的第一个问题，不想还信用卡怎么办?？---修改标题,1,0,FC0107,这是我的第一个问题，不想还信用卡怎么办?？---修改标题,L19120078619,CMSWD15758781990,,0.02,0
报名收费活动🤩,1,0,FC0083,免费票,L19120078507,asOSXIDQTeEQ,,0.01,0
报名收费活动2,1,0,FC0083,免费票,L19120078515,XVVtVGIhJVFG,,0.00,0
mili活动看活动情况,1,0,FC0083,免费票,L19120078543,vONACoieifsQ,,0.00,0
取消收费1,1,0,FC0083,兽兽,L19120078571,kqdHiHVfQHyU,,0.01,0
取消收费活动,1,0,FC0083,奥术大,L19120078491,VbRMDAJnBsvJ,,0.09,0
给我一分钱,1,0,FC0083,开心票,L19120078415,utxdZFyFCcbX,,0.01,0
看的看看打开的,1,0,FC0083,免费票,L19120078519,ChoLxQIIhkdt,,0.00,0
新的收费活动3,1,0,FC0083,免费票,L19120078527,NjnvyhHKTsLj,,0.00,0
活动名称啦啦啦,1,0,FC0083,免费票,L19120078583,UaGspfWBPxle,,0.00,0
签到5,1,0,FC0083,免费票,L19120078467,EJviTYEWgLGi,,0.00,0
马路边一分钱,1,0,FC0083,abc,L19120078423,rQlGTyjSDRUQ,,0.01,0
多人报名的活动,1,0,FC0083,免费票,L19120078435,QodwNmQQAXne,,0.00,0
开始无取消按钮,1,0,FC0083,免费票,L19120078479,BSCFhxgZtctl,,0.00,0
再次创建收费活动,1,0,FC0083,收费票,L19120078495,hxKkgtevnSSY,,0.01,0
文案很长,1,0,FC0083,免费票,L19120078587,RBWoxlXfmjPK,,0.00,0
要钱的，快交钱,1,0,FC0083,稻花香,L19120078471,QqOJgyHkQkdj,,0.01,0
普天同庆😄🎉,1,0,FC0083,免费票,L19120078623,KdGJLTipGRmK,,0.00,0
猫力的活动猫力的活动猫力的活动猫力的活动,1,0,FC0083,早鸟票,L19120078595,bIPCwLLbTMYb,,0.01,0
😄😢阿斯顿,1,0,FC0083,免费票,L19120078607,ZSTAeyupDcth,,0.00,0
大叔测试用的,1,0,FC0083,收费票,L19120078655,iXbbaRMmxqjQ,,0.01,0
多人退款1,1,0,FC0083,多人飞,L19120078439,TQQmUXUFsQEw,,0.01,0
要开始的活动,1,0,FC0083,免费票,L19120078511,uAPmbqYdYRFG,,0.00,0
免费活动1,1,0,FC0083,免费票,L19120078563,yFkbFJFcuboC,,0.00,0
取消免费,1,0,FC0083,免费票,L19120078499,cvWegTTnXJvx,,0.00,0
看分享2次分享,1,0,FC0083,免费票,L19120078443,CSFubsywVeuJ,,0.00,0
签到4,1,0,FC0083,免费票,L19120078463,ivKwcOMkPHtj,,0.00,0
和大家会觉得绝大多数,1,0,FC0083,免费票,L19120078539,IVRTbfkUqdlp,,0.00,0
推荐下周的活动,1,0,FC0083,免费票,L19120078575,gKbQtJQjSpGW,,0.00,0
雪峰测试MGXT-131,1,0,FC0083,免费票,L19120078627,fcLTjiqhuVFX,,0.00,0
创建一个活动吧,1,0,FC0083,免费票,L19120078559,AcFCBfttDpYp,,0.00,0
撒大的😄😢🎉,1,0,FC0083,免费票,L19120078591,KASdcmewBlSJ,,0.00,0
活动再次取消啦啦,1,0,FC0083,收费票,L19120078635,PBMQjUiMKyWB,,0.01,0
再次创建一个活动不准动,1,0,FC0083,收费票,L19120078663,cjpWrrUZRIHC,,0.01,0
跨年的活动来啦啦啦啦啦,1,0,FC0083,免费票,L19120078419,KEihAynJMSos,,0.00,0
取消免费的活动1,1,0,FC0083,免费票,L19120078651,IJFpbqWyUQZC,,0.00,0
活动取消乐乐乐乐,1,0,FC0083,收费,L19120078659,fcVdiyIGPnER,,0.01,0
得到场地的活动啦啦啦啦,1,0,FC0083,免费票,L19120078431,MYCPnwFVSrro,,0.00,0
看签到,1,0,FC0083,免费票,L19120078451,YvYjWcdUvWGe,,0.00,0
签到3,1,0,FC0083,免费票,L19120078459,fRUcvFVdcutU,,0.00,0
收费收费,1,0,FC0083,免费票,L19120078531,YBBjxwngcPkQ,,0.00,0
签到测试,1,0,FC0083,免费票,L19120078535,GmcmqKZFrbkY,,0.00,0
活动要取消了呢,1,0,FC0083,收费票,L19120078615,SJlxYdKGwNtc,,0.01,0
收费的胆信通知,1,0,FC0083,开心票,L19120078647,sAmeyvlyHsiN,,0.01,0
1分钱,1,0,FC0083,免费票,L19120078599,fDJCVyDmpWaZ,,0.00,0
取消免费2,1,0,FC0083,免费票,L19120078503,igWCxJdjumkP,,0.00,0
看看活动改名字,1,0,FC0083,免费票,L19120078411,PaFayTOFPpDR,,0.00,0
雪峰MGXT-131,1,0,FC0083,免费票,L19120078639,JZmFtFiiEqGh,,0.00,0
收费活动啦啦啦啦二位,1,0,FC0083,收费啦啦,L19120078567,HSfPhSVmRwZV,,0.01,0
下周的活动Alla,1,0,FC0083,免费票,L19120078579,SnuePGaaeBtN,,0.00,0
签到按钮,1,0,FC0083,1231,L19120078475,PbGrLRPKFwiw,,0.99,0
免费活动乐乐乐乐,1,0,FC0083,免费票,L19120078523,IaXoIlwnRpBG,,0.00,0
超时去支付,1,0,FC0083,超时空,L19120078551,hMOduBgudjCp,,0.01,0
超时关闭1,1,0,FC0083,超市旁,L19120078555,YrbDWDOmRqky,,0.01,0
跨年的活动啦啦啦,1,0,FC0083,免费票,L19120078427,XBYOhrSahcvo,,0.00,0
得到大学专场,1,0,FC0083,早早票,L19120078447,OhCeMkCMubFn,,0.10,0
开始后再取消,1,0,FC0083,免费票,L19120078483,ldOfLjlGGbwQ,,0.00,0
查看本周活动不存在的样式额,1,0,FC0083,免费票,L19120078547,ZOgjjnexIkLD,,0.00,0
上海市收费活动啦啦,1,0,FC0083,收费票啦,L19120078611,gvqxnDdLTgEh,,0.01,0
活动又要取消了呢,1,0,FC0140,323,L19120078631,XsVirxUPkpso,,0.01,0
收费活动啦啦,1,0,FC0083,得到,L19120078643,JYRCmcBjBbUG,,0.01,0
活动开始后取消,1,0,FC0083,免费票,L19120078691,voWlpwleugrY,,0.00,0
活动正常结束,1,0,FC0083,免费票,L19120078667,qVTgncyVEyWs,,0.00,0
流星花园收费,1,0,FC0083,免费票,L19120078675,YoyVLlVZbJof,,0.00,0
1哥名额,1,0,FC0083,免费票,L19120078727,kckNwbuDokZQ,,0.00,0
开始了再取消,1,0,FC0083,免费票,L19120078775,rPrNpZynRFFr,,0.00,0
哈哈哈哈,1,0,FC0083,免费票,L19120078703,EpkdekBrOeCR,,0.00,0
24小时内的活动要取消啦,1,0,FC0083,免费票,L19120078739,otulVXMJrJJP,,0.00,0
爱啦呜呜,1,0,FC0083,免费票,L19120078679,nfWHgXsUROco,,0.00,0
收费超时退款,1,0,FC0083,流星雨,L19120078719,SHhZVbuRQGqP,,0.01,0
24小时内的活动啦啦啦,1,0,FC0083,收费票,L19120078735,yyWVyYpTokZZ,,0.01,0
收费活动再次要退款,1,0,FC0083,收费票,L19120078767,WxVjljTHINdN,,0.20,0
创建一个24小时开始的活动,1,0,FC0083,32332,L19120078787,mWBlXOGdgLYP,,0.01,0
我得提问上架了，如果没有收到勋章怎么办？,1,0,FC0107,我得提问上架了，如果没有收到勋章怎么办？,L19120078771,CMSWD15759604301,,4.99,0
要开始,1,0,FC0083,免费票,L19120078795,lYVBjacVyEcw,,0.00,0
活动时间,1,0,FC0083,免费票,L19120078695,hTFCVYRJRGtP,,0.00,0
查看释放库存,1,0,FC0083,免费票,L19120078711,lxOJhHfMNJaC,,0.00,0
嘻嘻嘻嘻嘻,1,0,FC0083,免费票,L19120078707,jtyKfrnmQVDh,,0.00,0
得到场地,1,0,FC0083,免费票,L19120078751,LHwHsNfYgARV,,0.00,0
姓名10个字,1,0,FC0083,免费票,L19120078723,WuValYLUfUMt,,0.00,0
24小时外的活动,1,0,FC0083,免费票,L19120078731,yaUHNJHHOxKO,,0.00,0
再次创建一个24小时外的活动,1,0,FC0083,免费票,L19120078791,jYlyBOBmsXEa,,0.00,0
收费活动要退款,1,0,FC0083,收费票,L19120078763,XJkSfhiBVYHp,,0.20,0
紧脏呀要获得勋章了怎么办？,1,0,FC0107,紧脏呀要获得勋章了怎么办？,L19120078807,CMSWD15760511200,,12.99,0
得到场地,1,0,FC0083,免费票,L19120078747,lujNXFdagkYA,,0.00,0
大叔测试,1,0,FC0083,免费票,L19120078799,FFkMeAxiAloo,,0.00,0
雪峰MGXT-128,1,0,FC0083,免费票,L19120078671,gxllPPBUANeL,,0.00,0
louder and louder,1,0,FC0083,免费票,L19120078683,CSrrBPPxfbKt,,0.00,0
就今天,1,0,FC0083,免费票,L19120078755,oXDYWYybxNsi,,0.00,0
收费了呢,1,0,FC0083,收费票吧,L19120078779,bXcUexXtwTDR,,0.01,0
大叔测试用的，不要动,1,0,FC0083,免费票,L19120078803,iiMfuhtmjDYu,,0.00,0
跨年活动1,1,0,FC0083,早早票,L19120078743,SQlOCAfJCgwi,,10.00,0
查看详情内的小程序码,1,0,FC0083,免费票,L19120078699,ASafYSYLllyW,,0.00,0
超时节点支付退款,1,0,FC0083,免费票,L19120078687,KPkotyVkeHgq,,0.00,0
2个名额,1,0,FC0083,免费票,L19120078715,wNKwqUsUMfmX,,0.00,0
收费的活动啦啦啦,1,0,FC0083,手动挡,L19120078783,NSYKqRutbXAZ,,0.01,0
24小时外的短信,1,0,FC0083,免费票,L19120078759,aiMyXsENGaer,,0.00,0
w308c9DGTU这小手机是真难用怎么办。,1,0,FC0107,w308c9DGTU这小手机是真难用怎么办。,L19120078811,CMSWD15760511241,,6.99,0
测试预定时间,1,0,FC0083,免费票,L19120078919,WmgccTRZGOBs,,0.00,0
得到场地测试,1,0,FC0083,免费票,L19120078863,bQZfpusPgspg,,0.00,0
泽东老师演讲,1,0,FC0083,免费票,L19120078979,qtZOuiSvEUYQ,,0.00,0
测试预约人,1,0,FC0083,免费票,L19120078983,ntANtmOQkqHq,,0.00,0
天亮以前说再见,1,0,FC0083,免费票,L19120078991,cgNAPmXTPGiA,,0.00,0
啦啦哈哈哈女孩跟沟沟壑壑愉悦和恍恍惚惚有关,1,0,FC0107,啦啦哈哈哈女孩跟沟沟壑壑愉悦和恍恍惚惚有关,L19120079011,CMSWD15764775870,,0.01,0
经济报告大会,1,0,FC0083,免费票,L19120079023,uCWQkqWnolVv,,0.00,0
终身学习自习室,1,0,FC0083,免费票,L19120079047,ZtvZJeqyJJLF,,0.00,0
电子书-aaaaa,1,0,FC0140,电子书-aaaaa,L19120078827,D0919257494895141,D0919257494895141,2.00,0
内部得到场地收费接口测试2019-12-13 11:18:57,1,0,FC0083,收费票,L19120078879,KERQSpDPxVEL,,0.01,0
呀哈哈,1,0,FC0083,免费票,L19120078995,cGTpBLZWWSxl,,0.00,0
龙的活动,1,0,FC0083,免费票,L19120079035,EqagARxtIfch,,0.00,0
三方发布活动,1,0,FC0083,免费票,L19120079039,NTHfoZPKuMNX,,0.00,0
检查隐藏功能,1,0,FC0133,免费票,L19120078847,eRvRflpGEqgR,,0.00,0
特别成就勋章 提问试下,1,0,FC0107,特别成就勋章 提问试下,L19120078815,CMSWD15760522551,,4.99,0
电子书-测试空封面,1,0,FC0140,电子书-测试空封面,L19120078843,D1488152500067091,D1488152500067091,10.00,0
自有场地免费接口测试2019-12-13 11:18:57,1,0,FC0083,免费票,L19120078899,IeiTNqDSMNLf,,0.00,0
测试预定时间,1,0,FC0083,免费票,L19120078923,hrtxZecTvZuU,,0.00,0
测试预定时间,1,0,FC0083,免费票,L19120078935,lgACDKUXAvPd,,0.00,0
hhhhhh,1,0,FC0083,免费票,L19120078987,YBnCwJPeeaDx,,0.00,0
自有场地免费接口测试2019-12-13 11:18:57,1,0,FC0083,免费票,L19120078903,fCGPChJcpDiv,,0.00,0
大叔测试活动签到,1,0,FC0083,免费票,L19120078915,kUcXssiwJTaj,,0.00,0
测试预定时间,1,0,FC0083,免费票,L19120078927,cwYdnLOpfaeh,,0.00,0
侧是是是,1,0,FC0083,免费票,L19120078939,odHCTwMKmtFu,,0.00,0
测试预定场地保存并发布,1,0,FC0083,免费票,L19120078943,oZECxbRhqdvH,,0.00,0
22,1,0,FC0107,22,L19120079015,CMSWD15764781831,,0.01,0
虹桥机场高级会议室,1,0,FC0083,机场会议室,L19120079027,dEdqWblljsde,,0.01,0
我不知道1讲,1,1,FC0148,我不知道1讲,L19070064201,L19070064201,,23.00,0
第三方得到场地收费接口测试2019-12-13 11:18:57,1,0,FC0083,收费票,L19120078875,qSOQkeVhojTY,,103.38,0
测场地aaa,1,0,FC0083,免费票,L19120079059,dcmlOmThCYAa,,0.00,0
测场地aaa,1,0,FC0083,免费票,L19120079063,QEfKxnvcmfDS,,0.00,0
得到场地收费接口测试2019-12-13 11:18:57,1,0,FC0083,收费票,L19120078883,sIJPCMHxWMlN,,102.25,0
没有勋章怎么办,1,0,FC0107,没有勋章怎么办,L19120078819,CMSWD15760522570,,4.99,0
